Sl_No,Full_Info,Transimission_Type,Ownership,Fuel_Used,brand_name,km_driven,selling_price,Year_of_Manuacture,Place_of_Origin,Age
2793,"""2020 Maruti S PRESSO""","""Manual""","""1st Owner""","""Petrol""","""Maruti-S""",13332,476899,2020,"""Mumbai""",2
2794,"""2014 Hyundai Xcent""","""Manual""","""1st Owner""","""Petrol""","""Hyundai-Xcent""",61977,504499,2014,"""Mumbai""",8
2795,"""2019 Maruti Dzire""","""Automatic""","""1st Owner""","""Petrol""","""Maruti-Dzire""",31248,714299,2019,"""Mumbai""",3
2796,"""2017 Hyundai Elite i20""","""Manual""","""1st Owner""","""Petrol""","""Hyundai-Elite""",41211,526299,2017,"""Mumbai""",5
2797,"""2017 Maruti Ciaz""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Ciaz""",8142,750699,2017,"""Mumbai""",5
2798,"""2017 Maruti Wagon R 1.0""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Wagon""",25038,445899,2017,"""Mumbai""",5
2799,"""2019 Maruti Baleno""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Baleno""",44408,707299,2019,"""Mumbai""",3
2800,"""2018 Hyundai Grand i10""","""Manual""","""1st Owner""","""Petrol""","""Hyundai-Grand""",16868,532999,2018,"""Mumbai""",4
2801,"""2019 Ford Ecosport""","""Manual""","""1st Owner""","""Petrol""","""Ford-Ecosport""",19840,814099,2019,"""Mumbai""",3
2802,"""2019 Maruti Baleno""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Baleno""",12212,761499,2019,"""Mumbai""",3
2803,"""2017 Maruti Baleno""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Baleno""",69516,586299,2017,"""Mumbai""",5
2804,"""2016 Maruti Baleno""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Baleno""",51684,558499,2016,"""Mumbai""",6
2805,"""2016 Maruti Baleno""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Baleno""",48104,573099,2016,"""Mumbai""",6
2806,"""2018 Maruti Dzire""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Dzire""",15053,686799,2018,"""Mumbai""",4
2807,"""2021 Datsun Redi Go""","""Manual""","""1st Owner""","""Petrol""","""Datsun-Redi""",291,506799,2021,"""Mumbai""",1
2808,"""2012 Toyota Innova""","""Manual""","""1st Owner""","""Diesel""","""Toyota-Innova""",353688,732599,2012,"""Mumbai""",10
2809,"""2018 Maruti Baleno""","""Manual""","""2nd Owner""","""Petrol""","""Maruti-Baleno""",17514,675499,2018,"""Mumbai""",4
2810,"""2016 Maruti Vitara Brezza""","""Manual""","""1st Owner""","""Diesel""","""Maruti-Vitara""",53131,722999,2016,"""Mumbai""",6
2811,"""2018 Maruti Dzire""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Dzire""",19132,704199,2018,"""Mumbai""",4
2812,"""2019 Honda Amaze""","""Manual""","""1st Owner""","""Petrol""","""Honda-Amaze""",9076,636599,2019,"""Mumbai""",3
2813,"""2015 Hyundai Creta""","""Manual""","""1st Owner""","""Diesel""","""Hyundai-Creta""",110666,841899,2015,"""Mumbai""",7
2814,"""2017 Ford Ecosport""","""Manual""","""1st Owner""","""Diesel""","""Ford-Ecosport""",43284,705599,2017,"""Mumbai""",5
2815,"""2017 Maruti Baleno""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Baleno""",39028,664499,2017,"""Mumbai""",5
2816,"""2017 Maruti Baleno""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Baleno""",29328,663399,2017,"""Mumbai""",5
2817,"""2017 Maruti Baleno""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Baleno""",12022,611599,2017,"""Mumbai""",5
2818,"""2019 Maruti Dzire""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Dzire""",27546,671599,2019,"""Mumbai""",3
2819,"""2018 Maruti Baleno""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Baleno""",21197,633999,2018,"""Mumbai""",4
2820,"""2017 Ford Ecosport""","""Manual""","""1st Owner""","""Diesel""","""Ford-Ecosport""",43681,729299,2017,"""Mumbai""",5
2821,"""2020 Maruti S PRESSO""","""Automatic""","""1st Owner""","""Petrol""","""Maruti-S""",8355,535799,2020,"""Mumbai""",2
2822,"""2015 Hyundai i20 Active""","""Manual""","""1st Owner""","""Diesel""","""Hyundai-i20""",71869,609599,2015,"""Mumbai""",7
2823,"""2019 Toyota Glanza""","""Automatic""","""1st Owner""","""Petrol""","""Toyota-Glanza""",44394,749999,2019,"""Mumbai""",3
2824,"""2019 Honda Amaze""","""Automatic""","""2nd Owner""","""Diesel""","""Honda-Amaze""",24978,806699,2019,"""Mumbai""",3
2825,"""2018 Maruti Dzire""","""Manual""","""2nd Owner""","""Petrol""","""Maruti-Dzire""",52858,663099,2018,"""Mumbai""",4
2826,"""2016 Maruti Vitara Brezza""","""Manual""","""1st Owner""","""Diesel""","""Maruti-Vitara""",67490,695799,2016,"""Mumbai""",6
2827,"""2018 Maruti Dzire""","""Manual""","""2nd Owner""","""Diesel""","""Maruti-Dzire""",30362,773799,2018,"""Mumbai""",4
2828,"""2018 Ford Ecosport""","""Manual""","""1st Owner""","""Diesel""","""Ford-Ecosport""",50971,852699,2018,"""Mumbai""",4
2829,"""2017 Ford Ecosport""","""Automatic""","""1st Owner""","""Petrol""","""Ford-Ecosport""",32505,910399,2017,"""Mumbai""",5
2830,"""2017 Maruti Baleno""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Baleno""",23954,594299,2017,"""Mumbai""",5
2831,"""2017 Ford Ecosport""","""Automatic""","""1st Owner""","""Petrol""","""Ford-Ecosport""",471,844999,2017,"""Mumbai""",5
2832,"""2017 Ford Ecosport""","""Automatic""","""2nd Owner""","""Petrol""","""Ford-Ecosport""",34647,752799,2017,"""Mumbai""",5
2833,"""2018 Honda WR-V""","""Manual""","""1st Owner""","""Petrol""","""Honda-WR-V""",15414,890899,2018,"""Mumbai""",4
2834,"""2017 Mahindra TUV300""","""Manual""","""1st Owner""","""Diesel""","""Mahindra-TUV300""",47726,823099,2017,"""Mumbai""",5
2835,"""2018 Ford Ecosport""","""Manual""","""1st Owner""","""Diesel""","""Ford-Ecosport""",69796,847599,2018,"""Mumbai""",4
2836,"""2017 Maruti Baleno""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Baleno""",46880,656099,2017,"""Mumbai""",5
2837,"""2018 Maruti Baleno""","""Manual""","""2nd Owner""","""Petrol""","""Maruti-Baleno""",33893,689599,2018,"""Mumbai""",4
2838,"""2018 Maruti Dzire""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Dzire""",41034,693299,2018,"""Mumbai""",4
2839,"""2017 Maruti Baleno""","""Manual""","""2nd Owner""","""Petrol""","""Maruti-Baleno""",37322,624799,2017,"""Mumbai""",5
2840,"""2015 Hyundai i20 Active""","""Manual""","""1st Owner""","""Diesel""","""Hyundai-i20""",143492,581299,2015,"""Mumbai""",7
2841,"""2018 Maruti Dzire""","""Automatic""","""1st Owner""","""Diesel""","""Maruti-Dzire""",53333,730399,2018,"""Mumbai""",4
2842,"""2017 Maruti IGNIS""","""Manual""","""1st Owner""","""Petrol""","""Maruti-IGNIS""",21057,511599,2017,"""Mumbai""",5
2843,"""2017 Hyundai i20 Active""","""Manual""","""1st Owner""","""Petrol""","""Hyundai-i20""",21416,729399,2017,"""Mumbai""",5
2844,"""2017 Maruti IGNIS""","""Automatic""","""1st Owner""","""Petrol""","""Maruti-IGNIS""",15016,517999,2017,"""Mumbai""",5
2845,"""2017 Maruti IGNIS""","""Automatic""","""2nd Owner""","""Petrol""","""Maruti-IGNIS""",31920,500999,2017,"""Mumbai""",5
2846,"""2019 MG HECTOR""",,"""2nd Owner""","""Diesel""","""MG-HECTOR""",28867,1665899,2019,"""Mumbai""",3
2847,"""2020 Maruti Vitara Brezza""","""Automatic""","""1st Owner""","""Petrol""","""Maruti-Vitara""",14310,1079199,2020,"""Mumbai""",2
2848,"""2019 MG HECTOR""","""Manual""","""1st Owner""","""Diesel""","""MG-HECTOR""",49110,1746999,2019,"""Mumbai""",3
2849,"""2018 Maruti Dzire""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Dzire""",40489,662499,2018,"""Mumbai""",4
2850,"""2019 Toyota Glanza""","""Automatic""","""1st Owner""","""Petrol""","""Toyota-Glanza""",32985,827699,2019,"""Mumbai""",3
2851,"""2019 MG HECTOR""","""Manual""","""1st Owner""","""Diesel""","""MG-HECTOR""",29347,1736799,2019,"""Mumbai""",3
2852,"""2017 Maruti S Cross""","""Manual""","""1st Owner""","""Diesel""","""Maruti-S""",71616,758599,2017,"""Mumbai""",5
2853,"""2018 Honda WR-V""","""Manual""","""1st Owner""","""Diesel""","""Honda-WR-V""",66878,889299,2018,"""Mumbai""",4
2854,"""2019 MG HECTOR""","""Manual""","""1st Owner""","""Diesel""","""MG-HECTOR""",73681,1775599,2019,"""Mumbai""",3
2855,"""2018 Maruti S Cross""","""Manual""","""1st Owner""","""Diesel""","""Maruti-S""",47301,905299,2018,"""Mumbai""",4
2856,"""2017 Ford Ecosport""","""Automatic""","""2nd Owner""","""Petrol""","""Ford-Ecosport""",53135,759099,2017,"""Mumbai""",5
2857,"""2017 Maruti S Cross""","""Manual""","""1st Owner""","""Diesel""","""Maruti-S""",86627,739299,2017,"""Mumbai""",5
2858,"""2017 Maruti Dzire""","""Manual""","""1st Owner""","""Diesel""","""Maruti-Dzire""",107368,672199,2017,"""Mumbai""",5
2859,"""2017 Maruti IGNIS""","""Automatic""","""1st Owner""","""Petrol""","""Maruti-IGNIS""",29032,540999,2017,"""Mumbai""",5
2860,"""2019 MG HECTOR""","""Manual""","""1st Owner""","""Diesel""","""MG-HECTOR""",38726,1679699,2019,"""Mumbai""",3
2861,"""2018 Maruti Dzire""","""Manual""","""1st Owner""","""Diesel""","""Maruti-Dzire""",51649,752499,2018,"""Mumbai""",4
2862,"""2018 Ford Ecosport""","""Automatic""","""1st Owner""","""Petrol""","""Ford-Ecosport""",40807,803899,2018,"""Mumbai""",4
2863,"""2018 Tata Hexa""","""Manual""","""1st Owner""","""Diesel""","""Tata-Hexa""",91825,1119999,2018,"""Mumbai""",4
2864,"""2015 Mercedes Benz CLA Class""","""Automatic""","""1st Owner""","""Diesel""","""Mercedes-Benz""",19670,1942999,2015,"""Mumbai""",7
2865,"""2019 Maruti Ertiga""","""Automatic""","""1st Owner""","""Petrol""","""Maruti-Ertiga""",27724,1130999,2019,"""Mumbai""",3
2866,"""2012 BMW 3 Series""","""Automatic""","""1st Owner""","""Diesel""","""BMW-3""",77100,859499,2012,"""Mumbai""",10
2867,"""2014 Hyundai i20""","""Manual""","""2nd Owner""","""Petrol""","""Hyundai-i20""",9249,446599,2014,"""Mumbai""",8
2868,"""2014 Volkswagen Polo""","""Automatic""","""1st Owner""","""Petrol""","""Volkswagen-Polo""",25101,574499,2014,"""Mumbai""",8
2869,"""2014 Volkswagen Polo""","""Manual""","""1st Owner""","""Petrol""","""Volkswagen-Polo""",56987,426499,2014,"""Mumbai""",8
2870,"""2016 Toyota Corolla Altis""","""Automatic""","""1st Owner""","""Petrol""","""Toyota-Corolla""",91007,925099,2016,"""Mumbai""",6
2871,"""2015 Maruti Alto 800""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Alto""",11184,297099,2015,"""Mumbai""",7
2872,"""2015 Maruti Swift Dzire""","""Manual""","""2nd Owner""","""Petrol""","""Maruti-Swift""",23969,474299,2015,"""Mumbai""",7
2873,"""2019 Maruti New  Wagon-R""","""Manual""","""1st Owner""","""Petrol""","""Maruti-New""",14787,549999,2019,"""Mumbai""",3
2874,"""2016 Honda Jazz""","""Automatic""","""1st Owner""","""Petrol""","""Honda-Jazz""",87935,530299,2016,"""Mumbai""",6
2875,"""2011 Hyundai i20""","""Manual""","""2nd Owner""","""Petrol""","""Hyundai-i20""",56248,325599,2011,"""Mumbai""",11
2876,"""2019 Hyundai Elite i20""","""Manual""","""1st Owner""","""Petrol""","""Hyundai-Elite""",2437,695699,2019,"""Mumbai""",3
2877,"""2018 Maruti Swift""","""Automatic""","""2nd Owner""","""Petrol""","""Maruti-Swift""",34148,594099,2018,"""Mumbai""",4
2878,"""2020 Mahindra XUV500""","""Manual""","""1st Owner""","""Diesel""","""Mahindra-XUV500""",36317,1732299,2020,"""Mumbai""",2
2879,"""2015 Toyota Corolla Altis""","""Automatic""","""1st Owner""","""Petrol""","""Toyota-Corolla""",60049,916899,2015,"""Mumbai""",7
2880,"""2019 Hyundai VENUE""","""Manual""","""1st Owner""","""Diesel""","""Hyundai-VENUE""",12382,907399,2019,"""Mumbai""",3
2881,"""2017 Hyundai Elite i20""","""Manual""","""1st Owner""","""Petrol""","""Hyundai-Elite""",5305,610099,2017,"""Mumbai""",5
2882,"""2016 Volkswagen Ameo""","""Manual""","""1st Owner""","""Petrol""","""Volkswagen-Ameo""",19168,501799,2016,"""Mumbai""",6
2883,"""2016 Maruti Wagon R 1.0""","""Automatic""","""1st Owner""","""Petrol""","""Maruti-Wagon""",10258,443899,2016,"""Mumbai""",6
2884,"""2015 Maruti Celerio""","""Automatic""","""1st Owner""","""Petrol""","""Maruti-Celerio""",17240,406399,2015,"""Mumbai""",7
2885,"""2020 Hyundai Creta""","""Automatic""","""1st Owner""","""Diesel""","""Hyundai-Creta""",38423,1780399,2020,"""Mumbai""",2
2886,"""2017 Volkswagen Polo""","""Automatic""","""1st Owner""","""Petrol""","""Volkswagen-Polo""",41797,727399,2017,"""Mumbai""",5
2887,"""2018 Maruti Celerio""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Celerio""",42521,454599,2018,"""Mumbai""",4
2888,"""2014 Honda Brio""","""Automatic""","""1st Owner""","""Petrol""","""Honda-Brio""",75652,416399,2014,"""Mumbai""",8
2889,"""2018 Maruti Swift""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Swift""",49406,654299,2018,"""Mumbai""",4
2890,"""2012 Maruti Swift Dzire""","""Manual""","""1st Owner""","""Diesel""","""Maruti-Swift""",54393,464499,2012,"""Mumbai""",10
2891,"""2014 Honda City""","""Manual""","""1st Owner""","""Petrol""","""Honda-City""",69714,505299,2014,"""Mumbai""",8
2892,"""2013 Toyota Fortuner""","""Automatic""","""3rd Owner""","""Diesel""","""Toyota-Fortuner""",81829,1348299,2013,"""Mumbai""",9
2893,"""2017 Maruti Swift""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Swift""",6620,606399,2017,"""Mumbai""",5
2894,"""2019 KIA SELTOS""","""Automatic""","""1st Owner""","""Diesel""","""KIA-SELTOS""",19876,1824699,2019,"""Mumbai""",3
2895,"""2014 Maruti Swift Dzire""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Swift""",66781,425199,2014,"""Mumbai""",8
2896,"""2019 Hyundai Elite i20""","""Manual""","""1st Owner""","""Petrol""","""Hyundai-Elite""",7742,740899,2019,"""Mumbai""",3
2897,"""2020 Honda City""","""Automatic""","""1st Owner""","""Petrol""","""Honda-City""",9353,1338299,2020,"""Mumbai""",2
2898,"""2018 Honda Amaze""","""Manual""","""2nd Owner""","""Petrol""","""Honda-Amaze""",26173,649599,2018,"""Mumbai""",4
2899,"""2019 Hyundai VENUE""","""Manual""","""1st Owner""","""Petrol""","""Hyundai-VENUE""",20903,973699,2019,"""Mumbai""",3
2900,"""2014 Honda City""","""Manual""","""1st Owner""","""Petrol""","""Honda-City""",58440,531499,2014,"""Mumbai""",8
2901,"""2018 Honda City""","""Manual""","""1st Owner""","""Petrol""","""Honda-City""",18432,881399,2018,"""Mumbai""",4
2902,"""2014 Maruti Wagon R 1.0""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Wagon""",35361,353299,2014,"""Mumbai""",8
2903,"""2014 Hyundai Xcent""","""Manual""","""1st Owner""","""Petrol""","""Hyundai-Xcent""",27745,437499,2014,"""Mumbai""",8
2904,"""2014 Maruti Wagon R 1.0""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Wagon""",19843,383299,2014,"""Mumbai""",8
2905,"""2016 Hyundai Elite i20""","""Manual""","""1st Owner""","""Petrol""","""Hyundai-Elite""",33200,548699,2016,"""Mumbai""",6
2906,"""2012 Maruti Swift""","""Manual""","""1st Owner""","""Diesel""","""Maruti-Swift""",84428,390999,2012,"""Mumbai""",10
2907,"""2016 Hyundai Elite i20""","""Manual""","""1st Owner""","""Petrol""","""Hyundai-Elite""",19504,548699,2016,"""Mumbai""",6
2908,"""2015 Maruti Swift""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Swift""",55941,418499,2015,"""Mumbai""",7
2909,"""2018 Honda WR-V""","""Manual""","""1st Owner""","""Petrol""","""Honda-WR-V""",29828,725599,2018,"""Mumbai""",4
2910,"""2014 Ford Ecosport""","""Manual""","""1st Owner""","""Diesel""","""Ford-Ecosport""",67225,616099,2014,"""Mumbai""",8
2911,"""2014 Hyundai Elite i20""","""Manual""","""1st Owner""","""Petrol""","""Hyundai-Elite""",99247,499799,2014,"""Mumbai""",8
2912,"""2018 Hyundai Verna""","""Automatic""","""2nd Owner""","""Petrol""","""Hyundai-Verna""",16957,1025299,2018,"""Mumbai""",4
2913,"""2014 Maruti Swift Dzire""","""Manual""","""1st Owner""","""Diesel""","""Maruti-Swift""",108347,491899,2014,"""Mumbai""",8
2914,"""2020 Maruti Vitara Brezza""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Vitara""",2735,1062799,2020,"""Mumbai""",2
2915,"""2016 Maruti Vitara Brezza""","""Manual""","""1st Owner""","""Diesel""","""Maruti-Vitara""",22495,734599,2016,"""Mumbai""",6
2916,"""2019 Maruti Ciaz""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Ciaz""",10179,917199,2019,"""Mumbai""",3
2917,"""2016 Maruti Baleno""","""Manual""","""2nd Owner""","""Petrol""","""Maruti-Baleno""",58181,519599,2016,"""Mumbai""",6
2918,"""2020 Maruti XL6""","""Automatic""","""1st Owner""","""Petrol""","""Maruti-XL6""",7997,1181099,2020,"""Mumbai""",2
2919,"""2016 Hyundai Elite i20""","""Manual""","""2nd Owner""","""Petrol""","""Hyundai-Elite""",68040,480599,2016,"""Mumbai""",6
2920,"""2016 Hyundai Creta""","""Manual""","""1st Owner""","""Diesel""","""Hyundai-Creta""",79111,988499,2016,"""Mumbai""",6
2921,"""2018 Maruti Alto 800""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Alto""",10596,350599,2018,"""Mumbai""",4
2922,"""2017 Datsun Redi Go""","""Manual""","""1st Owner""","""Petrol""","""Datsun-Redi""",13470,311399,2017,"""Mumbai""",5
2923,"""2018 Hyundai Verna""","""Automatic""","""2nd Owner""","""Petrol""","""Hyundai-Verna""",24359,1073399,2018,"""Mumbai""",4
2924,"""2015 Ford Ecosport""","""Manual""","""1st Owner""","""Petrol""","""Ford-Ecosport""",44218,570799,2015,"""Mumbai""",7
2925,"""2013 Maruti Swift Dzire""","""Manual""","""1st Owner""","""Diesel""","""Maruti-Swift""",161934,443099,2013,"""Mumbai""",9
2926,"""2017 Honda City""","""Automatic""","""2nd Owner""","""Petrol""","""Honda-City""",55625,941599,2017,"""Mumbai""",5
2927,"""2015 Ford Ecosport""","""Manual""","""1st Owner""","""Petrol""","""Ford-Ecosport""",28722,561099,2015,"""Mumbai""",7
2928,"""2018 Hyundai Verna""","""Automatic""","""1st Owner""","""Petrol""","""Hyundai-Verna""",40429,1131799,2018,"""Mumbai""",4
2929,"""2018 Datsun Redi Go""","""Automatic""","""1st Owner""","""Petrol""","""Datsun-Redi""",15284,356099,2018,"""Mumbai""",4
2930,"""2016 Maruti Baleno""","""Manual""","""2nd Owner""","""Petrol""","""Maruti-Baleno""",32994,574299,2016,"""Mumbai""",6
2931,"""2012 Toyota Innova""","""Manual""","""2nd Owner""","""Diesel""","""Toyota-Innova""",170530,736099,2012,"""Mumbai""",10
2932,"""2020 Toyota Glanza""","""Manual""","""1st Owner""","""Petrol""","""Toyota-Glanza""",291,773299,2020,"""Mumbai""",2
2933,"""2019 Maruti Alto""","""Manual""","""1st Owner""","""Petrol + CNG""","""Maruti-Alto""",23909,411999,2019,"""Mumbai""",3
2934,"""2016 Maruti Vitara Brezza""","""Manual""","""1st Owner""","""Diesel""","""Maruti-Vitara""",39224,722999,2016,"""Mumbai""",6
2935,"""2017 Hyundai Grand i10""","""Manual""","""1st Owner""","""Petrol""","""Hyundai-Grand""",40063,483399,2017,"""Mumbai""",5
2936,"""2016 Maruti Baleno""","""Manual""","""1st Owner""","""Diesel""","""Maruti-Baleno""",85518,604699,2016,"""Mumbai""",6
2937,"""2015 Ford Ecosport""","""Manual""","""2nd Owner""","""Diesel""","""Ford-Ecosport""",66434,532299,2015,"""Mumbai""",7
2938,"""2015 Toyota Innova""","""Manual""","""1st Owner""","""Diesel""","""Toyota-Innova""",128958,921999,2015,"""Mumbai""",7
2939,"""2018 Maruti Vitara Brezza""","""Automatic""","""1st Owner""","""Diesel""","""Maruti-Vitara""",43919,886199,2018,"""Mumbai""",4
2940,"""2019 Maruti Baleno""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Baleno""",22695,727999,2019,"""Mumbai""",3
2941,"""2016 Hyundai Elite i20""","""Manual""","""1st Owner""","""Petrol""","""Hyundai-Elite""",59022,575799,2016,"""Mumbai""",6
2942,"""2018 Hyundai Grand i10""","""Manual""","""1st Owner""","""Petrol""","""Hyundai-Grand""",8849,544699,2018,"""Mumbai""",4
2943,"""2013 Ford Ecosport""","""Manual""","""2nd Owner""","""Diesel""","""Ford-Ecosport""",83763,498299,2013,"""Mumbai""",9
2944,"""2015 Maruti Baleno""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Baleno""",46926,553499,2015,"""Mumbai""",7
2945,"""2017 Maruti Vitara Brezza""","""Manual""","""1st Owner""","""Diesel""","""Maruti-Vitara""",68616,806399,2017,"""Mumbai""",5
2946,"""2016 Hyundai i20 Active""","""Manual""","""1st Owner""","""Petrol""","""Hyundai-i20""",69748,556999,2016,"""Mumbai""",6
2947,"""2018 Ford Ecosport""","""Automatic""","""1st Owner""","""Petrol""","""Ford-Ecosport""",48102,802099,2018,"""Mumbai""",4
2948,"""2017 Maruti Vitara Brezza""","""Manual""","""1st Owner""","""Diesel""","""Maruti-Vitara""",43004,761599,2017,"""Mumbai""",5
2949,"""2017 Maruti Dzire""","""Manual""","""1st Owner""","""Diesel""","""Maruti-Dzire""",161435,664299,2017,"""Mumbai""",5
2950,"""2018 Honda WR-V""","""Manual""","""2nd Owner""","""Diesel""","""Honda-WR-V""",50303,787299,2018,"""Mumbai""",4
2951,"""2013 Hyundai i10""","""Automatic""","""1st Owner""","""Petrol""","""Hyundai-i10""",47815,369499,2013,"""Mumbai""",9
2952,"""2019 Maruti Ertiga""","""Automatic""","""2nd Owner""","""Petrol""","""Maruti-Ertiga""",18762,1050799,2019,"""Mumbai""",3
2953,"""2014 Toyota Corolla Altis""","""Manual""","""1st Owner""","""Petrol""","""Toyota-Corolla""",55578,693699,2014,"""Mumbai""",8
2954,"""2019 KIA SELTOS""","""Manual""","""1st Owner""","""Petrol""","""KIA-SELTOS""",5914,1617199,2019,"""Mumbai""",3
2955,"""2017 Toyota Etios""","""Manual""","""1st Owner""","""Petrol""","""Toyota-Etios""",73896,591399,2017,"""Mumbai""",5
2956,"""2013 BMW 5 Series""","""Automatic""","""2nd Owner""","""Diesel""","""BMW-5""",94207,1425299,2013,"""Mumbai""",9
2957,"""2019 Renault Kwid""","""Automatic""","""1st Owner""","""Petrol""","""Renault-Kwid""",7765,469299,2019,"""Mumbai""",3
2958,"""2016 Volkswagen Vento""","""Automatic""","""1st Owner""","""Petrol""","""Volkswagen-Vento""",76689,619099,2016,"""Mumbai""",6
2959,"""2019 Mahindra Scorpio""","""Manual""","""1st Owner""","""Diesel""","""Mahindra-Scorpio""",25906,1225499,2019,"""Mumbai""",3
2960,"""2013 Maruti Alto 800""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Alto""",40509,256499,2013,"""Mumbai""",9
2961,"""2016 Volkswagen Polo""","""Automatic""","""1st Owner""","""Petrol""","""Volkswagen-Polo""",41795,678599,2016,"""Mumbai""",6
2962,"""2018 Toyota Innova Crysta""","""Manual""","""1st Owner""","""Diesel""","""Toyota-Innova""",42221,1906199,2018,"""Mumbai""",4
2963,"""2015 Mahindra XUV500""","""Manual""","""1st Owner""","""Diesel""","""Mahindra-XUV500""",47429,1036499,2015,"""Mumbai""",7
2964,"""2018 Toyota Innova Crysta""","""Manual""","""1st Owner""","""Diesel""","""Toyota-Innova""",38559,1814599,2018,"""Mumbai""",4
2965,"""2013 Maruti Alto 800""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Alto""",45886,253199,2013,"""Mumbai""",9
2966,"""2020 Renault Duster""","""Manual""","""1st Owner""","""Petrol""","""Renault-Duster""",17662,973899,2020,"""Mumbai""",2
2967,"""2017 Volkswagen Polo""","""Automatic""","""2nd Owner""","""Petrol""","""Volkswagen-Polo""",40279,672499,2017,"""Mumbai""",5
2968,"""2017 Maruti Celerio""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Celerio""",36763,452099,2017,"""Mumbai""",5
2969,"""2016 Maruti Ertiga""","""Manual""","""1st Owner""","""Diesel""","""Maruti-Ertiga""",58181,846699,2016,"""Mumbai""",6
2970,"""2019 Honda Amaze""","""Automatic""","""1st Owner""","""Petrol""","""Honda-Amaze""",6341,817899,2019,"""Mumbai""",3
2971,"""2017 Tata NEXON""","""Manual""","""1st Owner""","""Petrol""","""Tata-NEXON""",19863,768199,2017,"""Mumbai""",5
2972,"""2021 Skoda Rapid""","""Automatic""","""1st Owner""","""Petrol""","""Skoda-Rapid""",4245,1247299,2021,"""Mumbai""",1
2973,"""2015 Maruti Swift""","""Manual""","""2nd Owner""","""Petrol""","""Maruti-Swift""",28725,431499,2015,"""Mumbai""",7
2974,"""2020 KIA SELTOS""","""Automatic""","""1st Owner""","""Petrol""","""KIA-SELTOS""",13868,1699699,2020,"""Mumbai""",2
2975,"""2014 Maruti Swift Dzire""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Swift""",40877,447599,2014,"""Mumbai""",8
2976,"""2018 Renault Kwid""","""Automatic""","""1st Owner""","""Petrol""","""Renault-Kwid""",5862,440899,2018,"""Mumbai""",4
2977,"""2016 Maruti Ertiga""","""Manual""","""2nd Owner""","""Diesel""","""Maruti-Ertiga""",67194,779999,2016,"""Mumbai""",6
2978,"""2019 Renault Kwid""","""Automatic""","""1st Owner""","""Petrol""","""Renault-Kwid""",25271,467999,2019,"""Mumbai""",3
2979,"""2018 Maruti Celerio""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Celerio""",18389,487699,2018,"""Mumbai""",4
2980,"""2018 Maruti Swift""","""Manual""","""1st Owner""","""Diesel""","""Maruti-Swift""",26967,733099,2018,"""Mumbai""",4
2981,"""2019 Honda Amaze""","""Automatic""","""1st Owner""","""Petrol""","""Honda-Amaze""",13164,826899,2019,"""Mumbai""",3
2982,"""2015 Maruti Celerio""","""Automatic""","""1st Owner""","""Petrol""","""Maruti-Celerio""",42429,401399,2015,"""Mumbai""",7
2983,"""2013 Maruti Swift""","""Manual""","""1st Owner""","""Petrol""","""Maruti-Swift""",74701,404699,2013,"""Mumbai""",9
2984,"""2014 Honda CRV""","""Automatic""","""1st Owner""","""Petrol""","""Honda-CRV""",103411,1060699,2014,"""Mumbai""",8
2985,"""2019 Hyundai Elite i20""","""Automatic""","""1st Owner""","""Petrol""","""Hyundai-Elite""",16358,893799,2019,"""Mumbai""",3
2986,"""2018 Honda City""","""Automatic""","""1st Owner""","""Petrol""","""Honda-City""",10411,1168999,2018,"""Mumbai""",4
